gene_symbol	ENTREZ_ID	is_coreseed	is_magma_sig	in_setA	P_meta	Q_meta	P_meta	GWAS_Grade	Q_gwas1	Q_gwas2
LRRC27	80313	FALSE	FALSE	FALSE	0.201756	0.725513	0.201756	None	0.950088	0.60132
MRGPRX2	117194	FALSE	FALSE	FALSE	0.201822	0.725606	0.201822	None	0.986906	0.98424
ZNF791	163049	FALSE	FALSE	FALSE	0.201911	0.725749	0.201911	None	0.915517	0.675088
CDC42SE1	56882	FALSE	FALSE	FALSE	0.201966	0.725749	0.201966	None	0.962254	0.576557
TGM5	9333	FALSE	FALSE	FALSE	0.202009	0.725749	0.202009	None	0.975679	0.507763
PIDD1	55367	FALSE	FALSE	FALSE	0.202024	0.725749	0.202024	None	0.919599	0.663329
CENPQ	55166	FALSE	FALSE	FALSE	0.202099	0.725838	0.202099	None	0.986906	0.984499
IGFBP2	3485	FALSE	FALSE	FALSE	0.20213	0.725838	0.20213	None	0.963147	0.566879
RAB11B	9230	FALSE	FALSE	FALSE	0.202175	0.725851	0.202175	None	1	0.923975
RASGRP3	25780	FALSE	FALSE	FALSE	0.202217	0.725851	0.202217	None	0.970708	0.993023
LYPD6	130574	FALSE	FALSE	FALSE	0.202291	0.725851	0.202291	None	0.975023	0.990843
SAPCD2	89958	FALSE	FALSE	FALSE	0.202307	0.725851	0.202307	None	0.999655	0.965183
HPCAL4	51440	FALSE	FALSE	FALSE	0.202336	0.725851	0.202336	None	0.905219	1
RBM44	375316	FALSE	FALSE	FALSE	0.202403	0.725871	0.202403	None	1	0.944786
KCNS2	3788	FALSE	FALSE	FALSE	0.202423	0.725871	0.202423	None	0.7655	0.795206
USP28	57646	FALSE	FALSE	FALSE	0.202674	0.726628	0.202674	None	0.974118	0.53012
IL25	64806	FALSE	FALSE	FALSE	0.202802	0.72681	0.202802	None	0.919599	0.663329
ARNT2	9915	FALSE	FALSE	FALSE	0.202887	0.72681	0.202887	None	0.808104	1
CYP2C18	1562	FALSE	FALSE	FALSE	0.202929	0.72681	0.202929	None	0.757073	0.800691
STAC	6769	FALSE	FALSE	FALSE	0.202966	0.72681	0.202966	None	0.986906	0.98451
FAM162A	26355	FALSE	FALSE	FALSE	0.203017	0.72681	0.203017	None	1	0.893759
ZSWIM8	23053	FALSE	FALSE	FALSE	0.203043	0.72681	0.203043	None	0.800242	0.775436
TOMM40L	84134	FALSE	FALSE	FALSE	0.203045	0.72681	0.203045	None	1	0.920294
GOLPH3	64083	FALSE	FALSE	FALSE	0.20305	0.72681	0.20305	None	0.803853	0.768037
SH2D1B	117157	FALSE	FALSE	FALSE	0.203155	0.727025	0.203155	None	0.992787	0.448557
GNAQ	2776	FALSE	FALSE	FALSE	0.203286	0.727025	0.203286	None	0.905219	0.688459
UCP3	7352	FALSE	FALSE	FALSE	0.203319	0.727025	0.203319	None	1	0.943862
GCKR	2646	FALSE	FALSE	FALSE	0.203341	0.727025	0.203341	None	0.800242	0.774479
RPEL1	729020	FALSE	FALSE	FALSE	0.203374	0.727025	0.203374	None	0.800242	0.780292
IL12A	3592	FALSE	FALSE	FALSE	0.203448	0.727025	0.203448	None	0.990983	0.980666
TCP10L	140290	FALSE	FALSE	FALSE	0.203461	0.727025	0.203461	None	0.75594	0.813017
HSPA1A	3303	FALSE	FALSE	FALSE	0.203475	0.727025	0.203475	None	1	0.951648
HSPA1L	3305	FALSE	FALSE	FALSE	0.203475	0.727025	0.203475	None	1	0.951648
TMEM116	89894	FALSE	FALSE	FALSE	0.203568	0.727212	0.203568	None	0.913072	0.680989
CX3CL1	6376	FALSE	FALSE	FALSE	0.20381	0.727708	0.20381	None	0.957126	0.99786
SNW1	22938	FALSE	FALSE	FALSE	0.20382	0.727708	0.20382	None	0.94339	0.619167
NR5A1	2516	FALSE	FALSE	FALSE	0.203866	0.727708	0.203866	None	0.996251	0.970762
VGLL3	389136	FALSE	FALSE	FALSE	0.203869	0.727708	0.203869	None	0.969258	0.547443
MLLT11	10962	FALSE	FALSE	FALSE	0.204022	0.72811	0.204022	None	0.948229	0.60574
NEU4	129807	FALSE	FALSE	FALSE	0.204132	0.72829	0.204132	None	0.99623	0.970762
HSPA12B	116835	FALSE	FALSE	FALSE	0.204154	0.72829	0.204154	None	0.925146	0.643165
ERVV-2	100271846	FALSE	FALSE	FALSE	0.204298	0.728661	0.204298	None	1	0.926782
COPS3	8533	FALSE	FALSE	FALSE	0.20438	0.728766	0.20438	None	0.912357	0.682276
A4GALT	53947	FALSE	FALSE	FALSE	0.204409	0.728766	0.204409	None	0.800242	0.780292
DBX1	120237	FALSE	FALSE	FALSE	0.204484	0.728839	0.204484	None	0.975023	0.527259
HMGCLL1	54511	FALSE	FALSE	FALSE	0.204511	0.728839	0.204511	None	0.999655	0.964842
KCNA7	3743	FALSE	FALSE	FALSE	0.204642	0.729161	0.204642	None	0.969258	0.547443
ACCSL	390110	FALSE	FALSE	FALSE	0.20472	0.729296	0.20472	None	0.893992	0.695478
BBS2	583	FALSE	FALSE	FALSE	0.204839	0.729363	0.204839	None	0.986425	0.481001
TMT1B	196410	FALSE	FALSE	FALSE	0.204843	0.729363	0.204843	None	1	0.938046
TIAL1	7073	FALSE	FALSE	FALSE	0.204861	0.729363	0.204861	None	0.823611	0.747632
GPBAR1	151306	FALSE	FALSE	FALSE	0.204949	0.729421	0.204949	None	0.873281	0.709171
PSPC1	55269	FALSE	FALSE	FALSE	0.204959	0.729421	0.204959	None	0.800242	0.776869
PIP4P1	90809	FALSE	FALSE	FALSE	0.205216	0.729901	0.205216	None	0.975023	0.990843
APOL3	80833	FALSE	FALSE	FALSE	0.205253	0.729901	0.205253	None	0.974934	0.99096
SAT2	112483	FALSE	FALSE	FALSE	0.205299	0.729901	0.205299	None	0.970084	0.542228
AVP	551	FALSE	FALSE	FALSE	0.205379	0.729901	0.205379	None	0.874968	0.709171
NFYC	4802	FALSE	FALSE	FALSE	0.205398	0.729901	0.205398	None	0.959506	0.997631
MCM3	4172	FALSE	FALSE	FALSE	0.205419	0.729901	0.205419	None	0.850024	0.725905
LRRK1	79705	FALSE	FALSE	FALSE	0.205487	0.729901	0.205487	None	0.975023	0.989286
PDPK1	5170	FALSE	FALSE	FALSE	0.205512	0.729901	0.205512	None	0.071075	
ADCK5	203054	FALSE	FALSE	FALSE	0.205527	0.729901	0.205527	None	0.982819	0.985268
MEGF6	1953	FALSE	FALSE	FALSE	0.205576	0.729901	0.205576	None	1	0.878114
PGCKA1	55286	FALSE	FALSE	FALSE	0.205592	0.729901	0.205592	None	0.893992	0.695478
RGS9BP	388531	FALSE	FALSE	FALSE	0.205616	0.729901	0.205616	None	0.999655	0.964842
GRIN2A	2903	FALSE	FALSE	FALSE	0.205623	0.729901	0.205623	None	0.923209	0.655062
OR56A4	120793	FALSE	FALSE	FALSE	0.205711	0.730007	0.205711	None	0.874968	0.709171
TXNDC12	51060	FALSE	FALSE	FALSE	0.205804	0.730007	0.205804	None	0.938772	0.625233
MARCHF3	115123	FALSE	FALSE	FALSE	0.205804	0.730007	0.205804	None	1	0.876776
SIGLEC7	27036	FALSE	FALSE	FALSE	0.20587	0.730007	0.20587	None	1	0.913263
DTWD2	285605	FALSE	FALSE	FALSE	0.205883	0.730007	0.205883	None	0.992958	0.438935
ZNF177	7730	FALSE	FALSE	FALSE	0.205897	0.730007	0.205897	None	0.75594	0.816776
UROD	7389	FALSE	FALSE	FALSE	0.206079	0.730508	0.206079	None	0.975023	0.522412
CLPSL1	340204	FALSE	FALSE	FALSE	0.206282	0.730829	0.206282	None	0.986199	0.984516
DIO2	1734	FALSE	FALSE	FALSE	0.206283	0.730829	0.206283	None	0.993098	0.972197
ENTREZ:100506650	100506650	FALSE	FALSE	FALSE	0.20631	0.730829	0.20631	None	0.985689	0.984639
CLTC	1213	FALSE	FALSE	FALSE	0.206451	0.730829	0.206451	None	0.970708	0.542228
LEF1	51176	FALSE	FALSE	FALSE	0.206471	0.730829	0.206471	None	0.94339	1
SLC27A5	10998	FALSE	FALSE	FALSE	0.206539	0.730829	0.206539	None	0.975023	0.521973
TSEN54	283989	FALSE	FALSE	FALSE	0.206572	0.730829	0.206572	None	0.82871	0.742193
RHOBTB1	9886	FALSE	FALSE	FALSE	0.206577	0.730829	0.206577	None	0.75594	0.812729
VCPIP1	80124	FALSE	FALSE	FALSE	0.206632	0.730829	0.206632	None	1	0.938942
STX11	8676	FALSE	FALSE	FALSE	0.206641	0.730829	0.206641	None	0.923209	0.656113
CPSF6	11052	FALSE	FALSE	FALSE	0.206656	0.730829	0.206656	None	0.984976	0.488322
RPLP2	6181	FALSE	FALSE	FALSE	0.206659	0.730829	0.206659	None	0.948229	0.608725
MRPL3	11222	FALSE	FALSE	FALSE	0.2067	0.73083	0.2067	None	0.882481	0.702956
SMAD7	4092	FALSE	FALSE	FALSE	0.206753	0.730873	0.206753	None	0.821867	0.755103
GPR87	53836	FALSE	FALSE	FALSE	0.206911	0.731108	0.206911	None	0.992958	0.972937
FBXL4	26235	FALSE	FALSE	FALSE	0.206921	0.731108	0.206921	None	0.938625	0.628794
SMARCC2	6601	FALSE	FALSE	FALSE	0.206942	0.731108	0.206942	None	0.99623	0.970626
TP53	7157	FALSE	FALSE	FALSE	0.207176	0.731661	0.207176	None	0.905219	0.689937
SIGLEC14	100049587	FALSE	FALSE	FALSE	0.207182	0.731661	0.207182	None	0.923209	1
CPNE5	57699	FALSE	FALSE	FALSE	0.207221	0.731661	0.207221	None	1	0.957385
APEX1	328	FALSE	FALSE	FALSE	0.207286	0.731748	0.207286	None	0.982157	0.985268
P4HA2	8974	FALSE	FALSE	FALSE	0.207579	0.732371	0.207579	None	0.975023	0.989286
APOB	338	FALSE	FALSE	FALSE	0.207604	0.732371	0.207604	None	1	0.93124
RPP30	10556	FALSE	FALSE	FALSE	0.207612	0.732371	0.207612	None	0.915517	0.676347
HSBP1L1	440498	FALSE	FALSE	FALSE	0.20768	0.732371	0.20768	None	0.94339	0.622651
TP53I11	9537	FALSE	FALSE	FALSE	0.20769	0.732371	0.20769	None	0.965947	0.565669
CACNA2D3	55799	FALSE	FALSE	FALSE	0.207729	0.732371	0.207729	None	0.962254	0.579529
OCA2	4948	FALSE	FALSE	FALSE	0.207749	0.732371	0.207749	None	0.823611	0.75114
PEX16	9409	FALSE	FALSE	FALSE	0.20785	0.732584	0.20785	None	0.79135	0.791291
SEPHS2	22928	FALSE	FALSE	FALSE	0.208132	0.733306	0.208132	None	0.804987	0.767808
SEL1L2	80343	FALSE	FALSE	FALSE	0.208211	0.733306	0.208211	None	1	0.957385
IGFBP5	3488	FALSE	FALSE	FALSE	0.208258	0.733306	0.208258	None	0.928698	0.642624
ZNF490	57474	FALSE	FALSE	FALSE	0.208267	0.733306	0.208267	None	0.954945	0.600439
CTNNBIP1	56998	FALSE	FALSE	FALSE	0.208314	0.733306	0.208314	None	0.919599	0.673413
XPC	7508	FALSE	FALSE	FALSE	0.208328	0.733306	0.208328	None	0.898189	1
SLC25A16	8034	FALSE	FALSE	FALSE	0.208342	0.733306	0.208342	None	0.946898	0.614033
TRIM63	84676	FALSE	FALSE	FALSE	0.2084	0.733368	0.2084	None	0.925179	1
C16orf54	283897	FALSE	FALSE	FALSE	0.208545	0.733402	0.208545	None	0.681805	
PPP1R9B	84687	FALSE	FALSE	FALSE	0.20855	0.733402	0.20855	None	0.992958	0.97644
XBP1	7494	FALSE	FALSE	FALSE	0.208558	0.733402	0.208558	None	0.912357	0.685138
IQCF5	389124	FALSE	FALSE	FALSE	0.208573	0.733402	0.208573	None	1	0.945081
PICK1	9463	FALSE	FALSE	FALSE	0.208765	0.733731	0.208765	None	0.944891	0.619749
RUNX1	861	FALSE	FALSE	FALSE	0.208767	0.733731	0.208767	None	0.992958	0.975174
ZNF750	79755	FALSE	FALSE	FALSE	0.208831	0.733731	0.208831	None	0.930707	1
LAMB3	3914	FALSE	FALSE	FALSE	0.208873	0.733731	0.208873	None	0.85845	0.724303
TSPO2	222642	FALSE	FALSE	FALSE	0.208881	0.733731	0.208881	None	0.999655	0.964842
CLUAP1	23059	FALSE	FALSE	FALSE	0.208931	0.733731	0.208931	None	1	0.940341
MTAP	4507	FALSE	FALSE	FALSE	0.208953	0.733731	0.208953	None	0.800242	0.78206
CCT8L2	150160	FALSE	FALSE	FALSE	0.209028	0.73385	0.209028	None	0.995398	0.970537
FBXL17	64839	FALSE	FALSE	FALSE	0.209096	0.733946	0.209096	None	0.830213	0.74158
ZFP69	339559	FALSE	FALSE	FALSE	0.209167	0.733957	0.209167	None	1	0.873899
KRTAP12-3	386683	FALSE	FALSE	FALSE	0.20922	0.733957	0.20922	None	0.919599	1
MPHOSPH10	10199	FALSE	FALSE	FALSE	0.209237	0.733957	0.209237	None	0.993098	0.971634
DDX56	54606	FALSE	FALSE	FALSE	0.209301	0.733957	0.209301	None	0.962254	0.996303
SEPTIN4	5414	FALSE	FALSE	FALSE	0.209304	0.733957	0.209304	None	0.728598	0.83286
MED23	9439	FALSE	FALSE	FALSE	0.209394	0.733958	0.209394	None	0.925146	0.649139
MLXIPL	51085	FALSE	FALSE	FALSE	0.2094	0.733958	0.2094	None	0.915517	0.677179
USP5	8078	FALSE	FALSE	FALSE	0.20943	0.733958	0.20943	None	0.911121	0.688459
EPHA3	2042	FALSE	FALSE	FALSE	0.209507	0.733958	0.209507	None	0.8659	1
CTNND1	1500	FALSE	FALSE	FALSE	0.209522	0.733958	0.209522	None	0.988711	0.473353
ANKRD2	26287	FALSE	FALSE	FALSE	0.20955	0.733958	0.20955	None	0.98278	0.985268
TBL2	26608	FALSE	FALSE	FALSE	0.209642	0.734123	0.209642	None	0.969258	0.555273
LOX	4015	FALSE	FALSE	FALSE	0.209679	0.734123	0.209679	None	0.989149	0.981356
SEM1	7979	FALSE	FALSE	FALSE	0.209908	0.734693	0.209908	None	1	0.914932
C9orf57	138240	FALSE	FALSE	FALSE	0.209924	0.734693	0.209924	None	0.821867	0.759009
RBMXL2	27288	FALSE	FALSE	FALSE	0.209988	0.734735	0.209988	None	0.981358	0.986134
USH1G	124590	FALSE	FALSE	FALSE	0.210018	0.734735	0.210018	None	0.908988	0.688459
TMEM92	162461	FALSE	FALSE	FALSE	0.210134	0.73479	0.210134	None	0.911121	0.688459
BTBD16	118663	FALSE	FALSE	FALSE	0.210191	0.73479	0.210191	None	1	0.955507
STARD4	134429	FALSE	FALSE	FALSE	0.210197	0.73479	0.210197	None	0.82571	0.752983
OVOL2	58495	FALSE	FALSE	FALSE	0.21022	0.73479	0.21022	None	0.916424	0.676693
ZGPAT	84619	FALSE	FALSE	FALSE	0.210269	0.73479	0.210269	None	0.877285	0.709171
ZNF350	59348	FALSE	FALSE	FALSE	0.21028	0.73479	0.21028	None	0.834034	0.740836
AP3B2	8120	FALSE	FALSE	FALSE	0.210628	0.735626	0.210628	None	0.915517	0.677179
ZNF446	55663	FALSE	FALSE	FALSE	0.210695	0.735626	0.210695	None	0.974118	0.541825
SPRR2D	6703	FALSE	FALSE	FALSE	0.210743	0.735626	0.210743	None	0.962254	0.996199
TMED8	283578	FALSE	FALSE	FALSE	0.210774	0.735626	0.210774	None	1	0.300836
ERLIN1	10613	FALSE	FALSE	FALSE	0.210802	0.735626	0.210802	None	0.915621	0.676741
PCDHGA7	56108	FALSE	FALSE	FALSE	0.210831	0.735626	0.210831	None	0.975023	0.989286
ARF3	377	FALSE	FALSE	FALSE	0.210831	0.735626	0.210831	None	0.962254	0.583743
COL4A4	1286	FALSE	FALSE	FALSE	0.210848	0.735626	0.210848	None	0.919599	0.674614
EID2B	126272	FALSE	FALSE	FALSE	0.210888	0.735626	0.210888	None	0.986906	0.983582
FAM131B-AS2	100507507	FALSE	FALSE	FALSE	0.210944	0.735677	0.210944	None	0.958015	0.593104
SNX5	27131	FALSE	FALSE	FALSE	0.210986	0.735682	0.210986	None	0.981358	0.500213
PRKCSH	5589	FALSE	FALSE	FALSE	0.211107	0.735799	0.211107	None	0.71972	0.836154
PCDHGB2	56103	FALSE	FALSE	FALSE	0.211132	0.735799	0.211132	None	0.973471	0.99096
GNS	2799	FALSE	FALSE	FALSE	0.211169	0.735799	0.211169	None	0.9931	0.971634
PPFIA1	8500	FALSE	FALSE	FALSE	0.211209	0.735799	0.211209	None	0.985494	0.48889
NOL8	55035	FALSE	FALSE	FALSE	0.211267	0.735799	0.211267	None	0.992958	0.975402
WAC	51322	FALSE	FALSE	FALSE	0.211308	0.735799	0.211308	None	1	0.816776
TSPAN13	27075	FALSE	FALSE	FALSE	0.211366	0.735799	0.211366	None	0.986684	0.48482
BOC	91653	FALSE	FALSE	FALSE	0.211382	0.735799	0.211382	None	0.728598	0.833337
TAF1D	79101	FALSE	FALSE	FALSE	0.211427	0.735799	0.211427	None	0.992958	0.972937
UBE2G1	7326	FALSE	FALSE	FALSE	0.21143	0.735799	0.21143	None	0.97945	0.986827
ALG12	79087	FALSE	FALSE	FALSE	0.211529	0.735969	0.211529	None	0.965525	0.568908
RNF26	79102	FALSE	FALSE	FALSE	0.211561	0.735969	0.211561	None	0.875863	0.710798
OR1G1	8390	FALSE	FALSE	FALSE	0.211641	0.736045	0.211641	None	0.81312	0.766296
STN1	79991	FALSE	FALSE	FALSE	0.211685	0.736045	0.211685	None	0.999655	0.963453
MITD1	129531	FALSE	FALSE	FALSE	0.21174	0.736045	0.21174	None	0.877285	0.710459
TUBB6	84617	FALSE	FALSE	FALSE	0.211747	0.736045	0.211747	None	0.993098	0.424522
ZNF506	440515	FALSE	FALSE	FALSE	0.211922	0.736072	0.211922	None	0.992958	0.971769
LIN7C	55327	FALSE	FALSE	FALSE	0.211923	0.736072	0.211923	None	0.925146	0.649197
DDX39B	7919	FALSE	FALSE	FALSE	0.21194	0.736072	0.21194	None	0.993892	0.971132
TNRC6C	57690	FALSE	FALSE	FALSE	0.211953	0.736072	0.211953	None	0.992958	0.972124
ZNF670	93474	FALSE	FALSE	FALSE	0.212031	0.736072	0.212031	None	1	0.875871
DDX18	8886	FALSE	FALSE	FALSE	0.212099	0.736072	0.212099	None	0.950088	0.609676
KISS1	3814	FALSE	FALSE	FALSE	0.212154	0.736072	0.212154	None	0.877285	0.709917
BAALC	79870	FALSE	FALSE	FALSE	0.212201	0.736072	0.212201	None	0.962254	0.58183
SMCHD1	23347	FALSE	FALSE	FALSE	0.212202	0.736072	0.212202	None	0.947949	0.616561
SAMTOR	154743	FALSE	FALSE	FALSE	0.212232	0.736072	0.212232	None	0.94088	0.62964
UBQLN4	56893	FALSE	FALSE	FALSE	0.212244	0.736072	0.212244	None	0.800242	0.788387
SLC25A2	83884	FALSE	FALSE	FALSE	0.212299	0.736072	0.212299	None	0.993098	0.971634
RSRP1	57035	FALSE	FALSE	FALSE	0.212315	0.736072	0.212315	None	1	0.951014
METTL13	51603	FALSE	FALSE	FALSE	0.21233	0.736072	0.21233	None	0.958525	0.99703
CCDC158	339965	FALSE	FALSE	FALSE	0.212452	0.736218	0.212452	None	0.969258	0.557578
KCNK9	51305	FALSE	FALSE	FALSE	0.212454	0.736218	0.212454	None	0.975023	0.989286
ENTREZ:284083	284083	FALSE	FALSE	FALSE	0.212504	0.736247	0.212504	None	0.725646	0.836154
CELF6	60677	FALSE	FALSE	FALSE	0.212684	0.736657	0.212684	None	0.947256	0.998975
SAMD15	161394	FALSE	FALSE	FALSE	0.212704	0.736657	0.212704	None	0.986906	0.48482
ZNF613	79898	FALSE	FALSE	FALSE	0.21278	0.736758	0.21278	None	0.925146	0.657993
TRIB3	57761	FALSE	FALSE	FALSE	0.212816	0.736758	0.212816	None	0.96048	0.996745
RCC2	55920	FALSE	FALSE	FALSE	0.21286	0.73677	0.21286	None	0.954945	0.598725
TRMT9B	57604	FALSE	FALSE	FALSE	0.212999	0.737107	0.212999	None	0.882481	0.709171
CHST6	4166	FALSE	FALSE	FALSE	0.213133	0.737233	0.213133	None	0.79135	0.792799
KIAA2013	90231	FALSE	FALSE	FALSE	0.213142	0.737233	0.213142	None	0.992958	0.975174
COPZ1	22818	FALSE	FALSE	FALSE	0.213164	0.737233	0.213164	None	1	0.960758
SERINC2	347735	FALSE	FALSE	FALSE	0.2132	0.737233	0.2132	None	0.999115	0.964842
UTP4	84916	FALSE	FALSE	FALSE	0.213513	0.738152	0.213513	None	1	0.957385
CTSH	1512	FALSE	FALSE	FALSE	0.213548	0.738152	0.213548	None	0.923676	0.658944
TLR9	54106	FALSE	FALSE	FALSE	0.213774	0.738792	0.213774	None	0.981358	0.507763
TAL2	6887	FALSE	FALSE	FALSE	0.213835	0.738808	0.213835	None	1	0.938942
C19orf73	55150	FALSE	FALSE	FALSE	0.213861	0.738808	0.213861	None	0.812886	0.767494
RBFOX2	23543	FALSE	FALSE	FALSE	0.213918	0.738861	0.213918	None	0.923209	0.662272
GABPB2	126626	FALSE	FALSE	FALSE	0.214079	0.739276	0.214079	None	0.963147	0.577991
CDKN2AIPNL	91368	FALSE	FALSE	FALSE	0.21412	0.739276	0.21412	None	0.992958	0.975174
TPSAB1	7177	FALSE	FALSE	FALSE	0.214206	0.739339	0.214206	None	0.992787	0.976708
PSMC2	5701	FALSE	FALSE	FALSE	0.214279	0.739339	0.214279	None	0.985672	0.489945
UNC13B	10497	FALSE	FALSE	FALSE	0.214305	0.739339	0.214305	None	0.992958	0.971964
SIPA1L1	26037	FALSE	FALSE	FALSE	0.21433	0.739339	0.21433	None	0.72714	0.836154
EHD2	30846	FALSE	FALSE	FALSE	0.214543	0.739339	0.214543	None	1	0.954447
PDCD5	9141	FALSE	FALSE	FALSE	0.214543	0.739339	0.214543	None	0.992958	0.97644
TUBAL3	79861	FALSE	FALSE	FALSE	0.214568	0.739339	0.214568	None	0.822078	0.76023
N4BP1	9683	FALSE	FALSE	FALSE	0.214569	0.739339	0.214569	None	0.948229	0.614589
ZNF526	116115	FALSE	FALSE	FALSE	0.214593	0.739339	0.214593	None	0.819288	0.765094
SMARCD2	6603	FALSE	FALSE	FALSE	0.214622	0.739339	0.214622	None	0.820928	0.764237
DAZAP1	26528	FALSE	FALSE	FALSE	0.214632	0.739339	0.214632	None	0.96048	0.593129
IQSEC1	9922	FALSE	FALSE	FALSE	0.214634	0.739339	0.214634	None	0.871179	0.716929
DSC1	1823	FALSE	FALSE	FALSE	0.214966	0.740342	0.214966	None	0.974934	0.990047
DOP1A	23033	FALSE	FALSE	FALSE	0.215053	0.740501	0.215053	None	0.954945	0.997732
NEURL4	84461	FALSE	FALSE	FALSE	0.215099	0.740515	0.215099	None	0.946898	0.6214
KCNJ14	3770	FALSE	FALSE	FALSE	0.215178	0.740644	0.215178	None	0.915186	0.687911
HOXD12	3238	FALSE	FALSE	FALSE	0.215261	0.740789	0.215261	None	0.985689	0.48889
DCST1	149095	FALSE	FALSE	FALSE	0.215438	0.740912	0.215438	None	0.919599	0.676725
THEM6	51337	FALSE	FALSE	FALSE	0.215502	0.740912	0.215502	None	1	0.931684
TXNDC16	57544	FALSE	FALSE	FALSE	0.21566	0.740912	0.21566	None	1	0.941566
CDK17	5128	FALSE	FALSE	FALSE	0.215661	0.740912	0.215661	None	0.970084	0.991281
FTL	2512	FALSE	FALSE	FALSE	0.215737	0.740912	0.215737	None	0.691666	
C16orf78	123970	FALSE	FALSE	FALSE	0.21578	0.740912	0.21578	None	0.923209	0.669371
TARDBP	23435	FALSE	FALSE	FALSE	0.215791	0.740912	0.215791	None	0.833088	0.745247
LIPT1	51601	FALSE	FALSE	FALSE	0.215802	0.740912	0.215802	None	0.883589	0.709171
IL1RL2	8808	FALSE	FALSE	FALSE	0.215889	0.740912	0.215889	None	0.963251	0.58006
TEKT1	83659	FALSE	FALSE	FALSE	0.215892	0.740912	0.215892	None	0.962254	0.592714
HSPG2	3339	FALSE	FALSE	FALSE	0.215915	0.740912	0.215915	None	1	0.903281
IDNK	414328	FALSE	FALSE	FALSE	0.215933	0.740912	0.215933	None	0.992958	0.443858
SPINK2	6691	FALSE	FALSE	FALSE	0.215946	0.740912	0.215946	None	0.992958	0.459378
PROKR2	128674	FALSE	FALSE	FALSE	0.216024	0.740912	0.216024	None	0.925146	1
SMU1	55234	FALSE	FALSE	FALSE	0.216032	0.740912	0.216032	None	0.97945	0.512573
FLI1	2313	FALSE	FALSE	FALSE	0.21608	0.740912	0.21608	None	0.91962	0.674614
C15orf39	56905	FALSE	FALSE	FALSE	0.216157	0.740912	0.216157	None	0.984976	0.49727
GNAO1	2775	FALSE	FALSE	FALSE	0.216275	0.740912	0.216275	None	0.954945	0.605049
IGFL3	388555	FALSE	FALSE	FALSE	0.21631	0.740912	0.21631	None	0.962254	0.59274
IPO8	10526	FALSE	FALSE	FALSE	0.216315	0.740912	0.216315	None	0.963079	0.581096
TKTL2	84076	FALSE	FALSE	FALSE	0.216374	0.740912	0.216374	None	1	0.944562
MRPS10	55173	FALSE	FALSE	FALSE	0.216376	0.740912	0.216376	None	0.75594	0.816776
TET1	80312	FALSE	FALSE	FALSE	0.216377	0.740912	0.216377	None	0.9925	0.976708
NPLOC4	55666	FALSE	FALSE	FALSE	0.216414	0.740912	0.216414	None	0.992958	0.431408
ALDH18A1	5832	FALSE	FALSE	FALSE	0.216432	0.740912	0.216432	None	0.850024	1
GLRX	2745	FALSE	FALSE	FALSE	0.216478	0.740912	0.216478	None	0.939908	0.635229
RRAS2	22800	FALSE	FALSE	FALSE	0.216509	0.740912	0.216509	None	0.992958	0.976264
INPP5E	56623	FALSE	FALSE	FALSE	0.216522	0.740912	0.216522	None	0.962254	0.587118
ADSS1	122622	FALSE	FALSE	FALSE	0.216541	0.740912	0.216541	None	0.944809	0.999289
CABLES1	91768	FALSE	FALSE	FALSE	0.216564	0.740912	0.216564	None	0.930953	0.647262
OR6C2	341416	FALSE	FALSE	FALSE	0.216691	0.740912	0.216691	None	1	0.879194
MALSU1	115416	FALSE	FALSE	FALSE	0.216697	0.740912	0.216697	None	0.827814	0.758803
KBTBD3	143879	FALSE	FALSE	FALSE	0.216714	0.740912	0.216714	None	0.974934	0.542228
USP32	84669	FALSE	FALSE	FALSE	0.21677	0.740912	0.21677	None	0.985689	0.490769
KCNJ16	3773	FALSE	FALSE	FALSE	0.216815	0.740912	0.216815	None	0.970084	0.556096
ITPRIPL2	162073	FALSE	FALSE	FALSE	0.216835	0.740912	0.216835	None	0.995946	0.968047
CCDC34	91057	FALSE	FALSE	FALSE	0.21691	0.740912	0.21691	None	0.882481	0.710739
HTR2A	3356	FALSE	FALSE	FALSE	0.217015	0.740912	0.217015	None	0.981358	0.985268
LINC02909	196415	FALSE	FALSE	FALSE	0.217033	0.740912	0.217033	None	0.999655	0.963453
FBXL2	25827	FALSE	FALSE	FALSE	0.217062	0.740912	0.217062	None	0.817697	0.766296
SPARCL1	8404	FALSE	FALSE	FALSE	0.217065	0.740912	0.217065	None	0.94339	0.631788
FAUP4	101927789	FALSE	FALSE	FALSE	0.217132	0.740912	0.217132	None	0.925146	0.65454
FOLH1	2346	FALSE	FALSE	FALSE	0.21714	0.740912	0.21714	None	0.962254	0.587989
SPOCK1	6695	FALSE	FALSE	FALSE	0.217166	0.740912	0.217166	None	0.974831	0.542228
DIPK1B	138311	FALSE	FALSE	FALSE	0.217229	0.740912	0.217229	None	0.94339	0.630324
SUMO1	7341	FALSE	FALSE	FALSE	0.217236	0.740912	0.217236	None	0.990486	0.473353
GJA4	2701	FALSE	FALSE	FALSE	0.217239	0.740912	0.217239	None	1	0.942078
SLC43A3	29015	FALSE	FALSE	FALSE	0.217369	0.7412	0.217369	None	0.974934	0.542228
CRELD2	79174	FALSE	FALSE	FALSE	0.217445	0.7412	0.217445	None	0.962624	0.58658
ARL9	132946	FALSE	FALSE	FALSE	0.217452	0.7412	0.217452	None	1	0.949199
